,user_id,item_id,rating,category
13841,367,551,3,876690048
28622,450,99,4,882376803
22608,389,1147,4,879991387
58131,122,1113,5,879270677
62137,676,168,5,892686459
53653,236,255,3,890116747
9123,280,542,3,891702199
45505,399,56,3,882346649
24947,505,989,1,888631438
31975,553,427,5,879948508
5799,19,313,2,885411792
41334,248,22,2,884534752
19983,44,161,4,878347634
58250,293,150,3,888904838
62036,519,328,2,883248251
9610,378,151,3,880044385
48622,33,271,4,891964166
87399,850,435,4,883194859
94133,901,20,1,877130406
4912,160,126,3,876769148
68766,765,14,5,880346204
77121,671,89,5,884035406
63515,773,1240,3,888539256
91060,402,408,5,876266741
75224,906,15,3,879435415
93016,795,473,2,880561783
68376,354,724,2,891307114
81132,21,15,4,874951188
8995,192,301,4,881366490
307,23,385,4,874786462
38605,18,238,5,880132437
3158,37,183,4,880930042
24378,427,989,5,879701253
19368,420,302,4,891356790
65454,907,340,2,880158425
36744,256,657,5,882164727
27438,451,292,3,879012684
50923,125,209,4,879455241
43759,608,166,3,880403388
99834,864,151,5,888889466
37716,535,421,4,879617701
62157,474,607,4,887926872
2117,47,995,3,879440429
92226,922,15,4,891453122
87620,833,401,2,875135113
15646,387,943,4,886483357
76283,895,301,4,879437793
16635,125,496,5,879454419
55937,716,176,3,879795189
96283,712,83,4,874730396
39798,216,100,5,880232597
89707,911,1060,4,892841033
40038,244,629,4,880606442
74136,169,199,4,891359353
32679,497,98,4,879361802
89842,894,1,4,880416286
48670,407,209,5,875042378
67525,383,660,4,891192748
37037,537,357,4,886030707
25685,405,98,4,885544798
56397,545,578,4,884134936
77932,870,810,3,879714883
71751,788,726,4,880871128
68852,935,717,4,884472872
24389,13,829,3,882398385
21996,484,550,4,891195390
96103,650,385,4,891381585
35178,368,11,4,889783678
19006,416,64,5,893212929
37370,608,886,1,880402564
67022,625,235,3,891631761
10750,393,15,3,887744266
80501,619,233,4,885954158
10141,203,326,4,880433398
94329,747,258,2,888638335
25010,447,135,5,878855989
2193,278,311,4,891295130
63332,747,508,5,888638876
9048,313,1066,2,891030334
25561,405,560,1,885549045
65417,426,646,3,879444787
95141,290,99,4,880473918
5347,87,1047,3,879877280
16306,82,222,3,876311365
37519,548,307,4,891042474
39614,339,199,5,891032576
75789,892,729,4,886610174
24764,294,307,3,889241466
66851,761,455,2,876190439
79315,398,208,5,875723253
80265,653,175,2,878854332
80833,825,982,5,881184695
39265,653,50,5,878854100
77667,476,780,3,883365274
2302,313,148,2,891031979
17818,423,258,5,891394747
31971,284,345,4,885328728
88558,885,100,3,885712944
33269,326,317,3,879875243
1429,256,220,3,882151690
20358,169,211,5,891359200
64384,849,588,5,879695680
91362,374,88,3,880395665
81469,214,182,4,891544175
32865,314,196,3,877888212
30704,22,211,3,878886518
23149,199,892,1,883782485
2600,34,242,5,888601628
48008,344,476,3,884900499
45419,416,395,2,886319620
72208,533,1174,3,882821669
44798,389,1036,2,880087170
38928,279,166,4,879572893
29277,465,395,1,883532120
86954,752,315,2,891207791
92840,146,286,3,891457493
24789,235,303,4,889654483
2590,154,488,4,879138831
74598,505,144,3,889333861
12146,18,509,4,880129940
25979,6,410,4,883599707
18101,393,27,4,889555050
27643,91,98,5,891439130
69640,699,1093,3,880696051
2307,204,340,5,892389195
68016,450,230,4,882371732
52231,707,211,3,886287051
81652,758,82,4,881976168
1166,301,138,2,882079446
64095,497,590,2,879362461
23024,492,318,5,879969878
30121,492,64,4,879969539
44971,618,1032,2,891309192
33798,288,289,3,886372937
30356,202,242,3,879726342
36298,57,295,5,883698581
46952,159,250,3,881679988
88733,878,59,3,880866054
61162,682,1231,2,888522612
23579,256,769,5,882164955
30797,377,508,4,891298549
21546,416,723,4,886318827
97856,342,833,3,874984751
46710,500,569,4,883876370
64664,862,175,5,879305172
51711,537,262,5,886028446
89335,922,1,5,891448551
75440,520,871,1,885170547
52874,222,476,3,877563739
54067,782,294,3,891498381
61428,128,501,3,879968921
59887,624,268,4,879791962
70876,654,11,4,887864452
56470,145,642,3,875272010
5098,70,265,4,884067503
94945,592,531,5,882955765
10514,178,508,3,884837419
24653,505,193,3,889334477
31306,406,117,4,879539824
97512,916,421,5,880844291
74219,805,1,4,881695527
40205,504,386,3,887912431
3638,221,1218,3,875246745
88494,802,665,4,875985469
4352,255,984,1,883215902
63841,659,792,4,891384003
42282,85,419,5,882819427
45297,659,181,3,891384107
45167,506,425,4,874874585
31710,535,502,5,879618502
47666,351,989,4,883356684
27572,253,8,4,891628323
84334,456,56,5,881373353
59934,148,190,2,877398586
95303,370,835,5,879434909
20622,252,14,4,891456876
26707,463,149,2,877385341
93353,551,399,3,892785364
71166,634,740,2,875729749
73672,727,665,3,883713257
89497,621,108,3,881445012
96735,279,7,5,891209102
93264,880,187,5,880167671
38116,14,288,4,876964936
66664,655,204,3,887477192
26701,280,765,4,891701816
35703,62,568,3,879375080
42808,610,331,3,888702764
40712,419,615,5,879435785
36663,478,763,5,889388375
1,186,302,3,891717742
44965,393,168,4,887746482
2920,307,1411,4,877124058
69219,916,39,4,880845011
89449,748,197,3,879454630
55027,82,1128,1,884714361
49006,507,257,5,889966054
34118,85,458,3,879452867
99315,776,132,3,891629157
84123,758,292,4,880672402
61033,804,62,4,879445305
49879,527,91,2,879455873
31012,109,177,4,880578358
43484,95,95,3,879198109
70779,532,495,4,888634801
50411,721,358,1,877137214
78644,869,596,3,884491734
25606,301,521,3,882076987
39813,338,52,5,879438690
35770,379,511,4,880524811
43313,592,144,5,882956668
81859,11,393,4,891905222
15443,379,651,4,880568511
80323,618,133,4,891307784
67257,709,859,3,879848318
72888,537,72,1,886031966
6373,178,135,2,882826915
40046,141,25,5,884585105
76641,659,43,4,891385955
25343,90,89,5,891385039
95220,880,1157,4,880243817
86584,408,310,4,889679761
49446,463,926,1,890453075
44228,299,970,4,877880350
15580,336,1017,5,877757063
24402,499,664,3,885599334
69534,708,300,4,892718939
50471,463,310,3,889936490
29795,499,414,3,885599533
89236,575,603,5,878148012
72069,871,313,5,888192858
85905,712,510,2,874729749
51479,749,625,3,878848430
7777,82,520,3,878769703
33799,385,1143,4,880828451
18379,90,143,5,891383204
82888,862,59,5,879305204
44834,592,118,3,882609056
94101,882,969,5,879880132
31188,10,134,5,877889131
69673,567,514,5,882425701
65234,897,928,5,879993621
43314,682,509,2,888517235
91897,481,144,4,885828732
29575,56,191,4,892678526
77953,936,1097,5,886833795
63458,493,369,2,884130271
72722,889,55,4,880181191
63588,833,558,4,875039204
12824,233,1194,5,880190371
64496,828,52,3,891037639
57381,533,187,4,879438811
96627,711,969,5,886030557
80791,43,1055,2,883955969
42447,376,321,3,879433164
76816,727,1215,2,883713521
75037,279,1001,4,882160106
62506,617,646,4,883789386
33299,543,238,3,874866319
79097,924,504,5,885458009
53573,767,495,4,891463095
68235,889,39,2,880181191
24934,159,243,4,880485529
75036,16,939,4,877717833
51755,391,22,4,877398951
82859,715,268,4,875961674
94483,642,1152,5,886569828
96703,41,135,4,890687473
82849,896,554,2,887161199
49345,449,248,4,879958888
13033,381,634,3,892696872
44885,490,93,4,875427993
73322,634,285,4,875728872
74777,548,762,4,891415709
12241,40,243,2,889041694
77677,864,286,5,890463283
60480,870,521,3,875679795
72747,385,504,4,879442360
10677,60,605,3,883326893
97872,805,406,1,881695445
54057,145,176,5,875271838
45539,383,484,4,891192949
77851,897,68,5,879994113
20111,230,141,4,880485489
75181,586,118,4,884062671
45393,603,1240,5,891956058
93578,509,294,2,883590972
78893,562,582,4,879196249
79489,535,301,4,879617199
81821,456,1101,3,881374710
92759,299,83,5,878192344
94089,916,739,3,880845589
13036,10,706,4,877888677
92130,886,95,5,876032531
78789,680,203,3,876816162
23520,280,94,2,891702028
94151,907,393,5,880160009
25287,142,333,5,888639968
75756,479,831,2,879460562
44337,72,222,1,880036346
37146,586,186,2,884059287
14651,255,218,3,883216544
72542,815,650,2,878696213
88209,719,410,1,883354126
52597,735,276,4,876698796
17650,82,405,3,876311423
24045,83,71,3,880328167
35201,21,443,4,874951761
38193,1,181,5,874965739
28232,429,47,4,882384950
1360,82,343,1,884713755
27596,417,270,2,879646036
77003,702,350,1,885767336
8622,312,241,3,891699655
74923,940,89,4,885921828
5884,91,99,2,891439386
96596,747,127,5,888639362
47664,314,1074,3,877890857
84883,815,625,4,878694705
33741,311,754,3,884363758
90130,342,514,5,874984341
30030,533,357,3,879191085
3456,327,210,3,887744065
91261,682,27,3,888518104
79710,812,292,3,877625610
43104,421,144,5,892241624
55590,151,724,4,879542270
60758,44,427,3,878348547
53782,712,416,3,874957113
56240,815,216,3,878693381
28502,326,44,1,879875852
6889,149,269,5,883512557
69819,709,808,4,879848645
66547,887,235,3,881378537
87294,498,238,4,881957195
96636,339,644,5,891033200
26351,432,150,5,889415853
49167,378,780,2,880334241
14107,294,1013,2,889242788
15435,308,89,5,887738057
16013,314,1089,1,877887356
99235,486,1405,5,879874516
21594,262,385,2,879795030
98818,790,451,3,885157299
90134,943,2,5,888639953
46124,698,95,3,886367406
89759,930,64,4,879535641
3632,328,271,3,885044607
48188,697,242,5,882621486
29591,361,165,5,879440573
58901,506,684,5,874873529
80641,622,257,3,882590485
8941,375,583,2,886622131
51381,389,205,4,880165939
15188,35,877,2,875459099
16428,291,619,3,874805927
96860,792,1164,3,877910629
34402,560,478,4,879975752
86476,846,700,2,883950605
40869,99,1079,3,885679504
14321,239,855,5,889179478
1336,239,475,5,889178689
55295,44,144,4,878347532
57933,655,1273,2,888984386
74105,154,187,5,879139096
5299,291,421,4,875087352
71241,678,237,3,879544915
31776,487,38,2,884052069
62635,854,250,4,882812376
48479,234,222,3,892079803
28716,497,174,4,879310705
72236,679,727,4,884487961
49865,538,12,4,877107633
41554,254,465,3,886473078
80278,286,408,4,875806800
37849,279,380,4,889326161
67843,720,286,5,891262635
18336,417,207,4,879647580
92447,833,1070,5,875038987
76482,912,654,3,875966027
73166,774,550,2,888557277
39578,81,289,3,876533229
37619,13,394,2,882399615
11314,378,546,2,880318158
52497,321,86,4,879440294
22136,465,109,3,883532119
54849,389,118,2,880088900
14438,303,141,3,879483900
27392,378,716,3,880056735
51619,706,333,1,880996945
34963,233,623,3,876374602
80697,536,694,5,882360622
39943,547,312,4,891282824
1535,45,118,4,881014550
61851,823,140,3,878438332
79958,748,318,5,879454475
29445,385,658,2,879445454
95162,536,432,4,882360552
15371,297,204,3,875239422
91255,424,300,2,880859199
17701,292,127,5,881104268
25238,486,287,4,879875279
43569,689,879,2,876674692
90563,72,770,4,880037306
14789,393,690,4,887742110
16839,44,470,3,878348499
12189,331,305,5,877196819
49226,78,93,4,879633766
46729,588,142,5,890024117
9262,8,172,5,879362123
40823,548,654,5,891044411
75922,808,300,4,883949681
90646,267,959,3,878972524
53559,625,403,3,891961882
19047,244,566,4,880607489
24465,66,741,4,883601664
19186,48,228,3,879434792
41355,293,393,3,888906906
15171,201,319,2,884110967
45332,668,354,4,890349060
51888,653,480,4,880150239
1460,215,164,3,891436633
12682,281,938,2,881200789
12495,387,333,3,886479484
98851,846,79,4,883947630
75163,887,1116,5,881381610
54127,796,765,3,893047691
95156,720,902,4,891263460
36221,536,862,3,882360834
25161,463,282,3,877385664
79667,805,1098,3,881704150
81633,896,1042,2,887161151
7082,328,132,5,885046420
54681,42,151,4,881110578
8537,291,4,4,874835062
17189,144,815,1,888104659
8366,366,853,5,888857750
3601,42,102,5,881108873
59129,314,72,2,877888996
64477,664,531,2,876523833
59604,773,204,3,888539559
84744,303,33,4,879468021
26160,501,25,3,883347773
51998,416,592,3,892441347
54081,579,748,3,880951569
83121,84,408,5,883450553
43461,325,58,3,891478333
93431,870,1073,5,875050748
69753,716,723,4,879796072
80911,486,547,3,879874753
21413,56,781,4,892677147
45928,267,100,5,878970427
96915,834,298,4,890862648
53263,796,270,4,892611799
65392,735,7,3,876698683
89457,879,125,5,887761174
24655,437,484,4,880140051
66957,628,1025,5,880777095
40677,588,832,1,890027865
99281,83,1049,3,880307588
85571,666,124,3,880313391
41197,503,840,1,879454292
79476,925,333,3,884717790
87387,175,111,4,877108015
87638,524,56,4,884634849
45695,593,659,5,875671464
32949,228,137,1,889388662
29801,378,200,3,880045681
90,8,338,4,879361873
81407,840,519,5,891204356
78890,442,470,4,883391167
70845,893,122,2,874829249
6645,59,134,5,888204841
46138,41,58,3,890687353
50470,325,1203,5,891478159
13858,189,510,5,893266326
44417,622,472,3,882591687
34254,554,228,5,876550011
52090,420,86,5,891357021
12179,122,423,4,879270805
97229,930,709,4,879535663
11855,115,443,4,881171622
82158,489,688,2,891448861
28349,450,612,4,882396564
37145,595,1094,3,886921820
77665,606,118,4,878143785
4402,151,7,4,879524610
86473,804,797,4,879445280
54013,380,98,4,885478698
57122,847,290,4,878775523
84095,524,663,2,884635358
3581,56,29,3,892910913
47586,664,268,3,876523093
28687,389,435,4,880087073
33922,94,1222,3,891723848
82690,851,754,2,891961831
40936,655,1097,3,887426008
90219,328,167,3,885048861
91935,807,95,4,892529185
65708,829,275,4,892312770
28425,486,331,2,879874112
36945,458,427,4,886396460
87817,847,141,3,878941144
33960,409,1593,4,881108971
45968,659,675,4,891386936
16338,104,245,2,888442404
82665,907,144,5,880159937
72984,141,1280,1,887424890
48940,610,477,2,888703475
58496,104,250,3,888465972
35500,58,127,4,884304503
81366,451,358,1,879012550
10045,87,229,4,879876037
77557,807,699,4,892528515
16377,286,766,3,877533724
2760,49,741,4,888068079
31419,436,761,4,887770693
30461,322,656,5,887314027
6823,346,4,4,874948105
8883,189,607,4,893266204
46422,569,236,4,879793717
82111,611,1243,3,891636244
16219,284,300,3,885329395
21181,416,928,3,878879391
5344,207,186,4,877879173
66082,867,228,5,880078958
62920,630,756,4,885667551
98220,870,1020,3,882385179
97670,216,181,3,880232597
3393,181,20,1,878962919
51809,548,581,4,891044596
89786,790,427,4,885155172
24540,336,762,5,877756890
53018,796,159,3,893194685
76249,659,1267,3,891385689
24057,392,169,4,891038978
35533,428,344,3,892572308
28960,378,469,5,880046069
6908,197,340,2,891409199
3544,99,682,2,885678371
47982,653,234,3,878854633
7384,295,1401,5,879966498
29385,503,88,4,880383468
98589,798,660,3,876177436
18556,416,51,5,893212895
38017,253,222,4,891628548
33776,169,243,3,891268851
48892,484,111,4,881450111
90719,872,294,3,888478882
32685,551,135,5,892778129
89229,314,1225,3,877891575
6412,58,1106,4,892068866
28555,537,150,3,886029974
61360,861,52,5,881274718
43896,483,180,2,878954086
17136,440,690,4,891546698
43049,588,217,4,890030473
7546,328,510,5,885046376
76056,432,282,5,889416456
97315,243,246,4,879987085
80806,757,204,4,888468577
95036,815,229,3,878695527
12410,397,108,4,885350045
60452,399,238,1,882342061
98814,881,191,5,876537457
99669,846,40,2,883950253
31207,532,1470,5,888630402
61323,774,230,2,888557237
53523,588,165,2,890015649
5835,239,198,5,889181047
23291,34,1024,5,888602618
22978,379,405,3,883156925
52660,23,713,4,874784337
7347,229,286,4,891633029
60114,168,1,5,884287509
25802,78,257,4,879633721
98679,429,222,4,882385518
54312,639,750,2,891238514
96365,294,295,4,877820132
21589,351,288,3,879481550
48485,474,519,4,887926872
99376,193,282,5,889124965
89047,782,1243,3,891498558
92465,711,905,3,886559521
30619,342,382,3,875320623
20544,13,550,4,882397741
91642,605,187,5,879425432
73389,675,286,4,889488431
20454,437,485,4,880140854
2506,296,48,5,884197091
97503,758,315,5,883793836
12604,405,994,1,885549746
19079,362,294,3,885019357
6264,193,288,1,889123777
93577,846,789,4,883948417
46754,679,327,4,884312731
28118,416,917,4,893214332
82225,394,123,5,880888566
46943,629,64,5,880117513
87206,800,476,3,887646776
84317,864,95,5,888887045
15956,189,479,5,893265123
92738,880,328,4,880166557
60646,372,218,5,876869481
28216,347,252,2,881653176
30187,54,1,4,880931595
61134,347,204,4,881653830
17596,334,566,3,891548866
4482,301,515,3,882074561
27342,70,83,4,884065895
12692,200,840,4,876042525
25323,292,523,4,881105561
12567,321,199,4,879439787
5170,297,12,5,875239619
46220,267,127,5,878970529
92793,705,181,5,883426892
19335,286,214,1,889651605
37827,375,302,5,886621795
24642,393,685,3,887744517
64337,875,133,4,876464967
66431,606,684,3,880925579
90136,862,1009,4,879303622
22481,455,508,4,882141385
69472,682,824,1,888521907
95301,681,270,1,885409370
63070,846,1182,2,883950488
69098,566,121,3,881650755
91787,881,748,3,876535544
6150,158,228,5,880134296
92726,851,1023,3,875730601
19883,363,1052,3,891500134
94294,483,473,3,878953090
39384,367,333,4,876689501
82727,753,750,2,891401167
72408,152,294,4,880149098
61163,823,237,4,878439037
10468,269,98,4,891448951
32287,565,179,5,891037778
64125,758,185,4,881975182
69916,534,148,4,877808198
15120,125,996,3,892838424
26255,184,527,4,889908462
90966,393,586,3,889731040
47564,655,522,3,887426900
21234,450,847,4,882376188
862,254,378,3,886474396
54977,56,87,4,892678508
70207,417,185,3,879647708
3704,145,339,3,882181058
33452,119,879,5,875720232
18459,174,272,5,886432770
12307,213,281,4,878871038
86878,695,289,2,888806150
74205,655,127,5,888474106
39220,230,420,5,880485726
5701,94,393,3,891721684
25921,261,687,5,890455020
30804,152,794,5,886535773
82283,576,124,4,886985002
82436,905,237,3,884983951
93004,197,751,3,891409290
64800,666,210,2,880139493
18159,392,166,5,891038466
8887,267,1073,5,878974783
90548,889,83,4,880180817
52161,157,118,2,886890439
45876,577,265,5,880474851
67602,181,1034,1,878962586
28573,458,952,2,886395119
29533,303,250,4,879544712
64423,885,432,4,885714820
26585,399,559,3,882344096
74239,653,1207,1,880153329
84132,916,173,4,880844332
9661,322,318,4,887314280
92230,889,1239,1,880182815
29203,151,154,4,879524642
97688,908,209,3,879722694
70985,919,418,4,875373945
754,42,44,3,881108548
33755,552,829,3,879222738
45408,561,191,3,885807484
91056,642,928,5,886131546
63438,774,774,1,888557883
73376,43,845,5,883955547
5435,165,304,3,879525672
88935,195,242,4,879141989
67607,747,234,5,888640099
56386,655,702,2,887477262
61254,796,448,4,893218485
85604,597,990,2,875339041
16206,52,427,5,882922833
75251,666,484,4,880139149
84651,533,177,4,879191300
21545,315,178,4,879799486
59733,690,1042,4,881180035
8767,5,94,3,878844651
48119,548,284,3,891415619
66687,804,212,3,879445933
3858,291,122,3,874834289
92417,880,657,4,880243629
36713,291,85,2,874877699
96524,932,503,4,891249962
5882,295,1503,2,879517082
17157,391,47,4,877399301
13402,184,1396,4,889913490
77463,643,665,3,891449930
33571,181,129,2,878962279
14831,417,147,4,879646225
66213,657,9,4,884239123
10372,334,311,4,891628833
13476,295,946,2,879517994
52365,758,324,5,880672230
8363,181,269,1,878961511
65667,342,169,5,875318907
78790,889,566,3,880181275
41917,293,273,4,888904901
36467,601,184,3,876350230
87020,804,495,3,879442792
67740,42,655,3,881107642
62733,49,1017,3,888069040
29659,315,1065,4,879799526
8109,279,762,3,875297199
94802,875,302,5,876464694
24543,275,196,3,880314969
85410,842,752,4,891218353
67352,916,81,5,880844527
94752,405,1382,1,885549790
8413,92,313,5,887042925
57633,216,66,2,881428365
18584,16,357,5,877720297
99285,357,508,5,878951616
44905,693,427,4,875484908
51069,664,209,4,876525998
16031,297,128,4,875239346
48482,690,163,3,881177459
35475,538,196,4,877107408
66777,897,1254,2,880253037
23025,451,875,2,879012721
951,145,56,5,875271896
98500,325,1140,3,891479681
24085,334,678,3,891544446
13718,308,127,4,887737243
28652,535,285,4,879619144
90168,682,1019,5,888519519
38775,568,1005,1,877907877
8179,154,480,5,879138784
63689,891,50,4,891638682
87591,798,1003,3,875639478
80766,873,321,1,891392577
7199,5,139,3,875721260
34951,537,231,3,886032246
16159,416,49,4,893142283
48430,543,272,3,888300821
47303,425,195,4,878738245
18193,339,1244,4,891036423
17513,256,685,5,882151576
98861,554,68,2,876368907
71996,709,234,5,879847945
78845,880,68,5,880167843
36213,104,276,4,888465290
63044,698,482,2,886367406
29581,506,367,3,874873068
71856,488,239,4,891294976
69119,751,1140,2,889299503
76840,712,423,3,874729960
21311,202,258,4,879726342
16328,405,432,3,885548785
34485,392,173,4,891039050
48745,130,455,4,874953728
10492,299,462,5,878192463
89863,460,13,3,882912371
9481,110,232,3,886988449
40745,458,301,1,889323539
52981,693,650,3,875482364
76921,911,82,2,892840888
60573,881,133,4,876537718
96392,880,23,5,880175735
51679,542,208,4,886532881
34641,286,535,5,875806918
79094,719,216,4,879373935
25676,387,161,1,886483252
96754,499,56,4,885599182
25894,313,258,3,891012852
81564,334,236,4,891544765
61993,656,270,3,892318676
58892,865,1028,1,880144024
91511,497,1041,3,879310473
37723,76,343,3,882129361
68604,896,161,3,887159302
56713,763,176,4,878919116
95296,798,826,5,875295695
69268,644,117,4,889077418
18522,330,66,5,876547533
27588,380,81,3,885478908
92827,920,268,3,884220163
67750,357,121,5,878951576
15156,425,748,3,890346567
27556,64,182,4,889738030
97546,457,238,5,882392976
67940,305,475,4,886324199
70683,757,350,3,888443511
8421,267,568,4,878972955
43800,698,568,2,886367955
29714,542,508,3,886532762
94908,735,300,4,876697647
98903,518,619,4,876823018
77768,727,219,3,883712476
98330,907,332,5,885862325
62498,868,109,3,877107627
51564,653,105,3,890181185
42522,301,735,2,882077871
63386,676,471,3,892686273
21224,92,122,3,875907535
25789,478,48,4,889388587
18710,70,69,4,884065733
42772,682,92,5,888519059
38781,413,15,4,879969709
89933,780,174,5,891363783
13423,315,12,5,879821194
37082,274,15,5,878945505
85185,457,695,3,882398345
4744,312,631,5,891699599
6577,9,286,5,886960055
38491,346,276,1,874950029
13032,130,286,5,874953239
23089,293,240,2,888905086
60757,264,742,2,886122578
26258,230,265,5,880484544
1187,66,181,5,883601425
39608,445,1010,1,891200506
802,167,659,4,892738277
51719,606,507,4,880923689
35961,11,237,4,891903005
70658,655,276,4,887473778
50014,548,748,3,891043910
57925,487,1425,4,884024462
66046,540,9,5,882156965
876,244,310,3,880601905
70771,415,204,4,879439865
95138,843,161,2,879444891
31303,561,151,2,885808843
47076,48,289,1,879434252
61742,675,1007,4,889489522
93545,819,245,3,879952688
65768,840,405,4,891203585
98461,537,492,3,886031342
9963,372,200,5,876869481
88962,413,321,3,879969259
92651,651,302,5,879348880
62034,642,942,4,886207151
87305,459,932,4,879563334
44562,664,81,5,876524474
81868,833,745,4,875134063
51183,62,676,3,879372633
72470,655,566,3,888893279
6776,7,423,5,891351509
67664,344,431,3,884901469
86680,454,71,3,888266754
52444,645,474,5,892053398
70931,505,501,2,889334373
36957,478,28,3,889395655
78656,758,510,3,881974823
25971,409,483,4,881107602
94056,864,465,3,888889327
42421,326,180,1,879875457
26157,306,321,3,876503793
10152,201,1039,3,884111599
20833,447,9,2,878854195
74866,151,945,5,879524419
80488,540,270,4,882156731
93714,889,60,3,880181275
22645,94,647,5,891720921
22803,408,286,3,889679683
44873,499,605,1,885599533
89215,354,887,4,891180527
41610,650,66,3,891384285
33451,160,293,5,876767572
55934,738,136,4,892958170
60704,494,286,4,879540508
6109,303,325,1,879466249
14892,189,639,4,893265893
67173,556,340,5,882135646
29748,224,689,3,888082246
3064,307,71,5,879283169
95950,405,110,1,885547506
6852,18,515,5,880130155
26859,303,420,4,879484563
22538,487,455,2,883444252
33838,164,291,5,889401963
33756,378,727,4,880055454
99532,115,508,5,881170438
84604,669,515,5,891517238
84323,943,64,5,875409939
50807,615,319,4,879447585
75162,896,518,3,887159234
48412,381,778,4,892697066
6288,145,553,3,875272786
16186,378,48,5,880056701
36720,268,12,4,875310116
73673,763,222,5,878918406
34258,255,147,4,883216845
57527,756,138,2,874830864
86921,573,836,3,885844605
30774,551,950,2,892783861
434,293,135,5,888905550
31798,459,120,2,879563392
55577,695,311,4,888805767
98404,913,181,3,880825135
57400,838,748,3,887060972
8740,329,124,5,891655905
37687,551,715,1,892785128
86354,691,64,5,875543191
99800,870,435,3,880584549
88975,184,197,4,889908873
9612,381,647,4,892697133
60513,62,271,1,879371909
37354,535,478,5,879617931
64711,201,48,3,884111485
3198,193,368,1,889127860
79818,711,955,1,879992739
92027,776,860,3,892920381
2866,269,411,1,891451013
53397,320,825,4,884749550
29000,295,421,4,879517802
56133,318,968,3,884496671
95807,18,116,5,880131358
8042,241,332,3,887249841
38726,551,1079,1,892785431
60007,846,33,5,883948571
20730,290,1079,2,880732771
11603,94,685,4,891722382
80196,506,137,2,874872872
43660,508,185,5,883777430
52569,766,521,4,891309261
85665,424,840,4,880859693
75295,916,235,3,880843749
69245,314,808,4,877892052
23086,130,888,3,881076146
536,193,879,3,889123257
13626,399,959,3,882343523
40930,109,542,3,880582045
5083,276,1314,3,874796412
9550,330,275,5,876544366
69068,627,550,1,879531352
94631,642,95,5,886131547
42519,308,603,5,887736743
85275,398,111,3,875652318
75515,715,81,4,875963112
45415,545,79,4,879899233
84052,922,168,3,891450968
22900,84,1028,3,883452155
64628,711,77,3,879994749
48075,429,654,4,882385542
15935,272,201,3,879455113
77477,734,479,4,891025541
51984,62,81,4,879375323
88232,745,1,2,880122809
76791,886,66,3,876032442
71398,539,204,4,879788045
53880,539,487,3,879788101
45646,503,603,3,880383653
9684,75,137,4,884050102
64136,456,1081,4,881372191
57831,730,117,3,880310300
99665,642,73,4,885605735
99173,934,403,4,891195537
93028,118,5,2,875385256
47569,405,1147,2,885546069
57029,772,307,4,889028773
9504,97,97,5,884239525
2300,189,203,3,893265921
21587,16,948,3,877717397
54679,671,742,5,884035173
1514,72,28,4,880036824
69620,913,1,2,880758579
31263,535,433,5,879618160
15208,313,1210,4,891032028
6875,279,390,3,875744641
88638,903,421,3,891380488
11355,339,298,2,891032856
37937,608,729,4,880407079
38766,334,303,4,891544077
20718,117,33,4,881011697
90211,910,25,3,880822203
65777,333,520,4,891045117
92806,907,476,4,880159134
75097,537,109,1,886030051
3232,48,690,4,879434211
11066,189,294,5,893264220
33562,537,90,1,886032029
69018,397,182,5,885349759
38956,597,298,5,875339723
94308,846,615,5,883948003
39986,603,380,4,891955972
68644,856,750,5,891489250
3435,331,486,3,877196308
59414,766,209,3,891309053
16288,417,588,3,879647540
1658,184,161,2,889909640
7135,110,794,3,886988909
41037,468,144,5,875287826
41508,459,472,5,879563226
96793,830,228,3,891561607
49066,747,783,1,888732921
57853,767,141,4,891462870
22236,30,258,5,885941156
56364,698,1299,2,886367775
57514,506,10,2,874862734
22247,467,150,4,879532385
49995,495,265,5,888633316
25430,234,887,3,891034078
56490,399,380,3,882345164
31858,417,214,5,879647254
45527,409,195,4,881109306
59723,472,215,4,875981968
13901,232,318,5,888549757
42413,466,326,3,890282925
38701,545,215,3,884133881
26736,270,727,5,876955563
66365,679,153,2,884486904
50400,500,59,4,883873528
23438,486,689,2,879874064
94497,908,478,4,879723046
54723,804,654,3,879441651
1290,110,568,3,886988449
32472,151,474,5,879524222
54816,292,248,4,881103999
67920,826,449,4,885690819
90626,936,235,3,886833099
45905,612,118,3,875324947
26124,351,300,5,879481425
36110,350,50,5,882345502
77822,655,218,3,887523477
9419,23,380,5,874787774
55788,653,300,4,889151716
87404,405,1027,1,885548048
93490,878,202,4,880869090
81171,828,547,2,891035864
84218,833,164,2,879818575
33100,439,300,4,882892424
60288,747,50,5,888639060
58825,282,319,4,879949394
33764,232,186,4,888549790
80758,279,375,1,884556678
5703,5,234,2,875720692
35187,221,566,3,875246308
53872,299,99,3,889501790
24988,487,237,4,883441813
14643,295,504,4,879517299
97469,416,95,3,878879688
26649,425,841,1,878738597
43190,663,47,4,889493576
71448,210,98,5,887736429
40284,452,427,4,875264976
31162,22,94,3,878887277
4218,201,823,3,884140975
99186,638,153,3,876695819
89031,815,179,2,878694228
57296,540,300,3,882156618
18406,314,327,4,877886099
488,72,1110,3,880037334
12035,7,139,3,891354729
86192,943,609,2,888639702
61330,811,690,5,886377248
94395,727,209,3,883710186
11394,79,7,5,891272016
89252,903,346,3,891380391
41706,500,25,3,883865755
